case_id,source_record_id,case_name,case_number_or_citation,court_name,court_level,decision_date,decision_year,case_subtype,raw_length_chars,collection_status,exclusion_reason,include_signals,exclude_signals,quality_flags,related_case_group_id
KR_1fa8ad92edf12c34,3380,,2020고약829,울산지방법원,trial,2020-10-28,2020,unclear,1287,fail,too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text,손해배상;불법행위;위자료,too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text,
KR_62c5eba52c3deb34,3381,,,unknown,unknown,2003-12-29,2003,medical_professional,5502,warning,,손해배상,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_e966dce4ecded2bd,3385,,,대법원,supreme,,,unclear,809,fail,supreme_court_excluded;procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,손해배상,supreme_court_excluded;procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,
KR_fe38c8f209c38773,3389,,,unknown,unknown,1967-08-05,1967,facility_product_safety,3415,warning,,위자료,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_e4a420f7695afc5d,3394,,2017노 595,unknown,unknown,2016-08-09,2016,medical_professional,4817,fail,criminal_case;warning_unknown_court_level;warning_unknown_court_name,손해배상;불법행위,criminal_case,warning_unknown_court_level;warning_unknown_court_name,
KR_6f424bab0d7779ef,3402,,,unknown,unknown,2020-10-05,2020,traffic_accident,4000,fail,criminal_case;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_42f5706c0239cc04,3404,,2002다38828,unknown,supreme,2018-12-19,2018,medical_professional,9285,fail,supreme_court_excluded;warning_unknown_court_name,손해배상;불법행위,supreme_court_excluded,warning_unknown_court_name,
KR_ef1f32b49d75b1ed,3409,,2001다55499,서울지방법원,supreme,2001-06-25,2001,traffic_accident,4440,fail,supreme_court_excluded,손해배상;치료비,supreme_court_excluded,,
KR_19da72e7b4ae65d8,3413,,,unknown,unknown,1995-01-01,1995,traffic_accident,6755,fail,ip_only;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,ip_only,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_02e4a9290e3b487f,3414,,,대전지방법원,trial,1992-03-23,1992,contract_only,2816,fail,contract_only;warning_weak_fact_background_signal;warning_unknown_case_number,손해배상,contract_only,warning_weak_fact_background_signal;warning_unknown_case_number,
KR_02442515ab4b484b,3417,,2007다41904,unknown,supreme,2013-12-18,2013,medical_professional,5076,fail,supreme_court_excluded;warning_unknown_court_name,주의의무,supreme_court_excluded,warning_unknown_court_name,
KR_b37de8eaf3bf223d,3422,,2009다57651,unknown,supreme,2019-03-08,2019,traffic_accident,3294,fail,supreme_court_excluded;warning_unknown_court_name,손해배상;위자료;치료비,supreme_court_excluded,warning_unknown_court_name,
KR_dd8f72da5eb7d85e,3425,,,unknown,unknown,2021-05-08,2021,traffic_accident,1244,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_9e637c341c3f1a0c,3427,,,광주고등법원,appellate,1991-01-24,1991,medical_professional,5983,fail,administrative_only;warning_unknown_case_number,손해배상;불법행위;과실상계,administrative_only,warning_unknown_case_number,
KR_2da035b4728b14a9,3428,,,서울고등법원,appellate,,,facility_product_safety,1840,fail,too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_case_number,손해배상,too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_case_number,
KR_648ebae9fe3620a9,3437,,,unknown,unknown,2020-02-29,2020,medical_professional,3240,fail,administrative_only;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상;불법행위,administrative_only,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_87e873df58b969fa,3441,,2010므4071,unknown,unknown,2018-12-14,2018,contract_only,10766,fail,family_only;contract_only;warning_unknown_court_level;warning_unknown_court_name,위자료,family_only;contract_only,warning_unknown_court_level;warning_unknown_court_name,
KR_d6598b69c6211d01,3454,,,unknown,unknown,2018-08-27,2018,traffic_accident,3132,fail,criminal_case;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상;위자료;사용자책임,criminal_case,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_a1c3e722a3d2b7af,3459,,2010다64075,대법원,supreme,2007-08-03,2007,property_economic_harm,5608,fail,supreme_court_excluded,손해배상;불법행위;과실상계;주의의무,supreme_court_excluded,,
KR_2d1e280658a398e7,3478,,,대법원,supreme,1966-12-19,1966,unclear,1227,fail,supreme_court_excluded;administrative_only;procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,불법행위,supreme_court_excluded;administrative_only;procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,
KR_33fbd07d36556ad8,3482,,,대법원,supreme,1997-12-12,1997,unclear,689,fail,supreme_court_excluded;procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,손해배상,supreme_court_excluded;procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,
KR_df08e5881c34b338,3502,,2008다92312,울산지방법원,supreme,2009-03-25,2009,property_economic_harm,15196,fail,supreme_court_excluded;family_only,손해배상,supreme_court_excluded;family_only,,
KR_f5cf67f02557906e,3509,,2014다765,unknown,supreme,2019-01-31,2019,property_economic_harm,3732,fail,supreme_court_excluded;warning_unknown_court_name,손해배상;불법행위,supreme_court_excluded,warning_unknown_court_name,
KR_5fa749f28022f6ab,3525,,,unknown,unknown,,,traffic_accident,1199,fail,criminal_case;procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,criminal_case;procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_c55a54ecdc499173,3528,,,unknown,unknown,,,property_economic_harm,1183,fail,procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,불법행위;위자료,procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_e451efb85930fc2d,3534,,,서울고등법원,appellate,1993-11-19,1993,medical_professional,2933,warning,,위자료;사용자책임,,warning_unknown_case_number,
KR_f789b209a27b6346,3542,,,unknown,unknown,2017-03-30,2017,contract_only,1782,fail,contract_only;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,contract_only;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_f8fd09ac418b98e6,3544,,,대법원,supreme,1999-10-01,1999,property_economic_harm,8976,fail,supreme_court_excluded;warning_unknown_case_number,손해배상;불법행위,supreme_court_excluded,warning_unknown_case_number,
KR_d486d601132a570a,3549,,,unknown,unknown,2019-07-03,2019,traffic_accident,3250,warning,,손해배상;위자료,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_708fa62ade793214,3553,,2017년 3,unknown,unknown,2017-04-05,2017,traffic_accident,5862,fail,administrative_only;warning_unknown_court_level;warning_unknown_court_name,손해배상;불법행위;위자료;치료비;일실수입,administrative_only,warning_unknown_court_level;warning_unknown_court_name,
KR_78e509ab99377d19,3564,,,서울고등법원,appellate,1984-03-24,1984,unclear,3043,warning,,불법행위,,warning_unknown_case_number,
KR_cf2e86d7dd88a1b0,3567,,,unknown,unknown,1957-11-18,1957,facility_product_safety,4177,fail,criminal_case;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,criminal_case,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_56dd8353205da0c5,3568,,,unknown,unknown,2020-06-23,2020,traffic_accident,1482,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_a06a91bd36aa2a6a,3570,,,대구고등법원,appellate,1990-06-13,1990,traffic_accident,3406,warning,,불법행위;과실상계;주의의무,,warning_unknown_case_number,
KR_25b2655a07842552,3580,,2013다91597,unknown,supreme,2021-02-08,2021,facility_product_safety,4061,fail,supreme_court_excluded;warning_unknown_court_name;duplicate_case_number_or_citation,손해배상;불법행위;주의의무,supreme_court_excluded,warning_unknown_court_name;duplicate_case_number_or_citation,grp_eeb17978684a
KR_da1f4d742b70f376,3582,,2005다28082,서울고등법원,supreme,1997-09-12,1997,medical_professional,3876,fail,supreme_court_excluded;warning_weak_fact_background_signal,주의의무,supreme_court_excluded,warning_weak_fact_background_signal,
KR_6fe1b324d41ee790,3591,,2010두4995,unknown,unknown,2018-09-01,2018,property_economic_harm,9147,fail,administrative_only;warning_unknown_court_level;warning_unknown_court_name,손해배상;불법행위;주의의무,administrative_only,warning_unknown_court_level;warning_unknown_court_name,
KR_df4259ee1f9e3114,3595,,2002나13425,unknown,appellate,1997-06-05,1997,medical_professional,9615,fail,criminal_case;warning_unknown_court_name,손해배상;불법행위;과실상계;사용자책임,criminal_case,warning_unknown_court_name,
KR_b0b017bd96714ef4,3598,,,대법원,supreme,1988-03-22,1988,traffic_accident,1684,fail,supreme_court_excluded;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_case_number,손해배상;불법행위;과실상계,supreme_court_excluded;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_case_number,
KR_9a22cb43f9c5948e,3600,,2011므2997,대법원,supreme,2020-12-16,2020,unclear,1319,fail,supreme_court_excluded;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;duplicate_case_number_or_citation,손해배상;불법행위;위자료,supreme_court_excluded;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;duplicate_case_number_or_citation,grp_13c9f408585a
KR_f02f438561490098,3610,,,unknown,unknown,2020-03-17,2020,property_economic_harm,3015,fail,criminal_case;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상;불법행위;위자료,criminal_case,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_9f3aa323cf94d5cf,3619,,,unknown,unknown,2019-10-13,2019,unclear,1475,fail,too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상;불법행위;위자료,too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_cb1a0c86e9770b6e,3629,,2000다73445,창원지방법원,supreme,2006-11-14,2006,medical_professional,12007,fail,supreme_court_excluded,손해배상,supreme_court_excluded,,
KR_41814563a2981914,3630,,,unknown,unknown,2007-07-17,2007,medical_professional,7399,fail,administrative_only;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,불법행위,administrative_only,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_43401618b7f5fe17,3651,,,수원지방법원 성남지원,trial,2019-11-13,2019,unclear,2268,fail,insurance_payment_only;warning_unknown_case_number,손해배상,insurance_payment_only,warning_unknown_case_number,
KR_9043324b7af3a51e,3666,,2017다37324,unknown,supreme,2019-10-22,2019,medical_professional,13609,fail,supreme_court_excluded;warning_unknown_court_name,손해배상;불법행위,supreme_court_excluded,warning_unknown_court_name,grp_1f5321a516e6
KR_830ad4f65133fff3,3669,,,대구지방법원,trial,2006-08-25,2006,traffic_accident,1313,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_case_number,
KR_6627120514d9d559,3676,,,unknown,unknown,2019-07-06,2019,traffic_accident,3057,fail,criminal_case;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_af1c4783783d6d45,3681,,,unknown,unknown,1991-02-23,1991,traffic_accident,5103,fail,criminal_case;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,불법행위,criminal_case,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_e8395118346ffcc6,3693,,2004다59393,unknown,supreme,2018-06-01,2018,contract_only,5472,fail,supreme_court_excluded;contract_only;warning_unknown_court_name,손해배상;주의의무,supreme_court_excluded;contract_only,warning_unknown_court_name,
